,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,MonitoringLocationIdentifier,ProjectIdentifier,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,PrecisionValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName,LeadValue,LeadValue_ug_l,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode,Month,geometry
8475,USGS-MD,USGS Maryland Water Science Center,nwismd.01.01801582,Sample-Routine,Water,2018-08-21,USGS-01636846,,50,Point sample,Lead,22.5,ug/l,Accepted,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,22.5,22.5,"LITTLE CATOCTIN CREEK AT ROSEMONT, MD",Stream,39.337611100000004,-77.62647220000001,24.0,21.0,8,POINT (-77.62647220000001 39.3376111)
8476,CEDEN,California State Water Resources Control Board,CEDEN--2145321922,Sample-Routine,Water,2018-08-21,CEDEN-LE-RW-21,1819COLB_IMP_DW,Water_Grab,Water_Grab,Lead,0.0554,ug/l,Final,Actual,,12,CEDEN,EPA 1640,,,,STORET,0.0554,0.0554,LE-RW-21-Los Angeles River Estuary,Other-Surface Water,33.7564,-118.193,6.0,37.0,8,POINT (-118.193 33.7564)
8477,USGS-CO,USGS Colorado Water Science Center,nwisco.01.01803278,Sample-Routine,Water,2018-08-21,USGS-09242500,,15,"Multiple verticals, non-isokinetic, equal widths and transit rate",Lead,0.025,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.025,0.025,"ELK RIVER NEAR MILNER, CO.",Stream,40.5146975,-106.95394070000002,8.0,107.0,8,POINT (-106.9539407 40.5146975)
8478,21DELAWQ_WQX,Delaware Department Of Natural Resources And Environmental Control,21DELAWQ_WQX-1808033-001-SPM-006-Water,Sample-Routine,Water,2018-08-21,21DELAWQ_WQX-307371,DE-ASWQMP,Stainless Bucket,Grab Sample Collected With A Stainless Bucket,Lead,0.29,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,,,,STORET,0.29,0.29,Raccoon Prong @ Pepperbox Rd. (Rd. 66),River/Stream,38.497122,-75.451925,10.0,5.0,8,POINT (-75.451925 38.497122)
8479,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-DC082018-4990410-0821-4-C,Sample-Routine,Water,2018-08-21,UTAHDWQ_WQX-4990410,306,DWQ-001,Water Grab Sampling,Lead,0.15,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.15,0.15,RICKS CK @ RIO GRAND TRAIL XING,River/Stream,40.943617540300004,-111.8987372935,49.0,11.0,8,POINT (-111.8987372935 40.9436175403)
8480,USGS-MN,USGS Minnesota Water Science Center,nwismn.01.01800504,Sample-Routine,Water,2018-08-21,USGS-443048092491701,National Water Quality Assessment Program (NAWQA),4040,Submersible pump,Lead,0.206,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.206,0.206,PDCT-U12  112N17W14BAAAC 01             0000104347,Well,44.5133333,-92.8219444,27.0,49.0,8,POINT (-92.82194440000001 44.5133333)
8481,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-DC082018-4990997-0821-4-C,Quality Control Sample-Field Replicate,Water,2018-08-21,UTAHDWQ_WQX-4990997,306,DWQ-001,Water Grab Sampling,Lead,0.1,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.1,0.1,N. CANYON CK @ CANYON CREEK DR (Replicate of 4990996),River/Stream,40.846288,-111.85336000000001,49.0,11.0,8,POINT (-111.85336 40.846288)
8482,AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB14077.CHEM,Sample-Routine,Other,2018-08-21,AZDEQ_SW-409,9756,Unknown,Unknown,Lead,.0018,mg/l,Final,Actual,,EPA 200.8,AZDEQ_SW,EPA 200.8,Laboratory Reporting Level,.0005,mg/l,STORET,0.0018,1.8,100734,River/Stream,33.2291667,-112.7675,4.0,13.0,8,POINT (-112.7675 33.2291667)
8483,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33904.CHEM,Quality Control Sample-Field Replicate,Water,2018-08-21,INSTOR_WQX-2370,2064,Unknown,Unknown,Lead,2.97,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,2.97,2.97,WWU120-0001,River/Stream,39.7352794238,-86.1965755274,18.0,97.0,8,POINT (-86.1965755274 39.7352794238)
8484,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33898.CHEM,Sample-Routine,Water,2018-08-21,INSTOR_WQX-2376,2064,Unknown,Unknown,Lead,1.95,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,1.95,1.95,WWU120-0007,River/Stream,39.9102653527,-86.2856747722,18.0,97.0,8,POINT (-86.2856747722 39.9102653527)
8485,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-JRULI081318-4996280-0821-4-C,Sample-Routine,Water,2018-08-21,UTAHDWQ_WQX-4996280,302,DWQ-001,Water Grab Sampling,Lead,0.076,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.076,0.076,SPRINGVILLE WWTP,Facility Other,40.17797,-111.62111000000002,49.0,49.0,8,POINT (-111.62111 40.17797)
8486,USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.01801709,Sample-Routine,Water,2018-08-21,USGS-01576767,,40.00,Multiple verticals,Lead,1.15,ug/l,Accepted,Actual,,PLM82,USGS,"Trace elements, wu, ICP-MS (PA)",,,,NWIS,1.15,1.15,"Pequea Creek near Ronks, PA",Stream,40.0091667,-76.1622222,42.0,71.0,8,POINT (-76.1622222 40.0091667)
8487,USGS-NJ,USGS New Jersey Water Science Center,nwisnj.01.01800818,Sample-Routine,Water,2018-08-21,USGS-401335074042701,,4047,Submersible gear pump,Lead,0.309,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.309,0.309,250794-- MW68,Well,40.2265014,-74.0737505,34.0,25.0,8,POINT (-74.0737505 40.2265014)
8488,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-18018024_S,Sample-Routine,Water,2018-08-21,WI_MMSD-CC-01S,WI_MMSD_WQ_RoutineSampling,STNDRD_SCP,Standard Routine Sample Collection,Lead,0.024,mg/l,Final,Actual,,200.7,USEPA,Metals in Water by ICP-AES,Method Detection Level,0.022,mg/l,STORET,0.024,24.0,Covered Bridge Park on Cedar Creek,River/Stream,43.338,-88.00299999999999,55.0,89.0,8,POINT (-88.00299999999999 43.338)
8489,FORTPECK,Assiniboine & Sioux Tribes Fort Peck Indian Reservation (MT),FORTPECK-MoRiv_RK 83.7:201808211253:SR,Sample-Routine,Water,2018-08-21,FORTPECK-MoRiv_RK 83.7,Missouri River Project,FPT-SOP,Fort Peck Tribes Sample Collection Procedure,Lead,0.90,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Quantitation Limit,0.1,ug/l,STORET,0.9,0.9,Missouri River,River/Stream,48.12425,-104.804671,30.0,85.0,8,POINT (-104.804671 48.12425)
8490,USGS-OK,USGS Oklahoma Water Science Center,nwisok.01.01800497,Sample-Routine,Water,2018-08-21,USGS-07188000,,10,Equal width increment (ewi),Lead,0.774,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.774,0.774,"Spring River near Quapaw, OK",Stream,36.9345115,-94.74717109999999,40.0,115.0,8,POINT (-94.74717109999999 36.9345115)
8491,21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2245421,Sample-Routine,Water,2018-08-21,21PA_WQX-WQN0278,WQN,001,Water Grab Sample,Lead,0.208,ug/l,Final,Actual,,01051H,21PA_WQX,Lead,,,,STORET,0.208,0.208,CONEWAGO CREEK,River/Stream,40.195,-76.5675,42.0,71.0,8,POINT (-76.5675 40.195)
8493,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33999.CHEM,Sample-Routine,Water,2018-08-21,INSTOR_WQX-2398,2064,Unknown,Unknown,Lead,1.31,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,1.31,1.31,WWU030-0003,River/Stream,40.1039724804,-85.6683267254,18.0,95.0,8,POINT (-85.66832672539999 40.1039724804)
8494,USGS-MT,USGS Montana Water Science Center,nwismt.01.01800260,Sample-Routine,Water,2018-08-21,USGS-06031960,,10,Equal width increment (ewi),Lead,0.95,ug/l,Accepted,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.95,0.95,Cataract Creek at Basin MT,Stream,46.271317700000004,-112.2419524,30.0,43.0,8,POINT (-112.2419524 46.2713177)
8496,FORTPECK,Assiniboine & Sioux Tribes Fort Peck Indian Reservation (MT),FORTPECK-MoRiv_RK 67.5:201808211400:SR,Sample-Routine,Water,2018-08-21,FORTPECK-MoRiv_RK 67.5,Missouri River Project,FPT-SOP,Fort Peck Tribes Sample Collection Procedure,Lead,1.2,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Quantitation Limit,0.1,ug/l,STORET,1.2,1.2,Missouri River,River/Stream,48.1112,-104.6316,30.0,85.0,8,POINT (-104.6316 48.1112)
8497,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33796.CHEM,Sample-Routine,Water,2018-08-21,INSTOR_WQX-1928,2064,Unknown,Unknown,Lead,1.18,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,1.18,1.18,LEJ050-0006,River/Stream,41.5586111111,-84.83555555550001,18.0,151.0,8,POINT (-84.83555555550001 41.5586111111)
8498,CEDEN,California State Water Resources Control Board,CEDEN--2145211346,Sample-Routine,Water,2018-08-21,CEDEN-SP-RW-18,1819COLB_IMP_DW,Water_Grab,Water_Grab,Lead,0.0160,ug/l,Final,Actual,,12,CEDEN,EPA 1640,Laboratory Reporting Level,0.03,ug/l,STORET,0.016,0.016,SP-RW-18-East San Pedro Bay,Other-Surface Water,33.7538,-118.181,6.0,37.0,8,POINT (-118.181 33.7538)
8499,21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2245424,Sample-Routine,Water,2018-08-21,21PA_WQX-WQN0280,WQN,001,Water Grab Sample,Lead,0.080,ug/l,Final,Actual,,01051H,21PA_WQX,Lead,,,,STORET,0.08,0.08,BIG SPRING RUN,River/Stream,39.9956,-76.2636,42.0,71.0,8,POINT (-76.2636 39.9956)
8500,USGS-MD,USGS Maryland Water Science Center,nwismd.01.01801457,Quality Control Sample-Field Replicate,Water,2018-08-21,USGS-01651770,,15,"Multiple verticals, non-isokinetic, equal widths and transit rate",Lead,0.116,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.116,0.116,"HICKEY RUN AT NATIONAL ARBORETUM AT WASHINGTON, DC",Stream,38.9168056,-76.9692222,11.0,1.0,8,POINT (-76.9692222 38.9168056)
8501,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33998.CHEM,Sample-Routine,Water,2018-08-21,INSTOR_WQX-2401,2064,Unknown,Unknown,Lead,1.82,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,1.82,1.82,WWU020-0005,River/Stream,40.1788120245,-85.4949181283,18.0,35.0,8,POINT (-85.4949181283 40.1788120245)
8502,FORTPECK,Assiniboine & Sioux Tribes Fort Peck Indian Reservation (MT),FORTPECK-MoRiv_RK 59.3:201808211515:SR,Sample-Routine,Water,2018-08-21,FORTPECK-MoRiv_RK 59.3,Missouri River Project,FPT-SOP,Fort Peck Tribes Sample Collection Procedure,Lead,1.3,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Quantitation Limit,0.1,ug/l,STORET,1.3,1.3,Missouri River,River/Stream,48.1211,-104.585,30.0,85.0,8,POINT (-104.585 48.1211)
8503,USGS-MT,USGS Montana Water Science Center,nwismt.01.01800259,Sample-Routine,Water,2018-08-21,USGS-06032400,,10,Equal width increment (ewi),Lead,0.118,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.118,0.118,Boulder River bl Little Galena Gulch nr Boulder MT,Stream,46.2493727,-112.1750037,30.0,43.0,8,POINT (-112.1750037 46.2493727)
8504,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-JRULI081318-4995124-0822-4-C,Sample-Routine,Water,2018-08-22,UTAHDWQ_WQX-4995124,302,DWQ-001,Water Grab Sampling,Lead,0.327,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.327,0.327,Lakeside Power Plant 001 (post 2017),Facility Industrial,40.3318,-111.76321999999999,49.0,49.0,8,POINT (-111.76322 40.3318)
8505,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20191017001-20180822_S-ROUTINE,Sample-Routine,Water,2018-08-22,21COL001_WQX-8105E,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,8.59,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.17,ug/l,STORET,8.59,8.59,WILLOW CREEK MAINSTEM BELOW EAST AND WEST FORK WILLOW CREEK CONFLUENCE,River/Stream,37.86329,-106.92553000000001,8.0,79.0,8,POINT (-106.92553 37.86329)
8506,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20191016001-20180822_S-ROUTINE,Sample-Routine,Water,2018-08-22,21COL001_WQX-8105A,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,6.46,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.17,ug/l,STORET,6.46,6.46,WILLOW CREEK ABOVE CONFLUENCE WITH RIO GRANDE RIVER,River/Stream,37.82255,-106.91062,8.0,79.0,8,POINT (-106.91062 37.82255)
8507,21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2245452,Sample-Routine,Water,2018-08-22,21PA_WQX-WQN0111,WQN,001,Water Grab Sample,Lead,7.680,ug/l,Final,Actual,,01051H,21PA_WQX,Lead,,,,STORET,7.68,7.68,SCHUYLKILL RIVER,River/Stream,40.2419,-75.6511,42.0,29.0,8,POINT (-75.6511 40.2419)
8508,21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2245451,Sample-Routine,Water,2018-08-22,21PA_WQX-WQN0113,WQN,001,Water Grab Sample,Lead,2.500,ug/l,Final,Actual,,01051H,21PA_WQX,Lead,,,,STORET,2.5,2.5,SCHUYLKILL RIVER,River/Stream,40.5219,-75.9978,42.0,11.0,8,POINT (-75.9978 40.5219)
8509,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20191018001-20180822_S-ROUTINE,Sample-Routine,Water,2018-08-22,21COL001_WQX-8105B,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,3.44,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.17,ug/l,STORET,3.44,3.44,WILLOW CREEK BELOW CREEDE AT CR 504,River/Stream,37.84162,-106.92428999999998,8.0,79.0,8,POINT (-106.92429 37.84162)
8510,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20191015001-20180822_S-ROUTINE,Sample-Routine,Water,2018-08-22,21COL001_WQX-8305,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.096,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.17,ug/l,STORET,0.096,0.096,RIO GRANDE AT ALAMOSA,River/Stream,37.475629999999995,-105.86646999999999,8.0,3.0,8,POINT (-105.86647 37.47563)
8511,USGS-NJ,USGS New Jersey Water Science Center,nwisnj.01.01800832,Sample-Routine,Water,2018-08-22,USGS-01382500,,40,Multiple verticals,Lead,0.19,ug/l,Preliminary,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.19,0.19,Pequannock River at Macopin Intake Dam NJ,Stream,41.0183333,-74.4011111,34.0,31.0,8,POINT (-74.40111109999999 41.0183333)
8512,USGS-MN,USGS Minnesota Water Science Center,nwismn.01.01800503,Sample-Routine,Water,2018-08-22,USGS-451027092142901,National Water Quality Assessment Program (NAWQA),4040,Submersible pump,Lead,0.144,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.144,0.144,PDCT-U8   031N15W17DA    01,Well,45.1738333,-92.2413444,55.0,109.0,8,POINT (-92.2413444 45.1738333)
8513,AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB14424.CHEM,Sample-Routine,Other,2018-08-22,AZDEQ_SW-2472,2008,Unknown,Unknown,Lead,.49,mg/l,Final,Actual,,EPA 200.8,AZDEQ_SW,EPA 200.8,Laboratory Reporting Level,.0005,mg/l,STORET,0.49,490.0,109802,River/Stream,34.4291111,-112.3881389,4.0,25.0,8,POINT (-112.3881389 34.4291111)
8514,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-564.033M,Sample-Routine,Water,2018-08-22,CORIVWCH_WQX-564,1,SM 1060B,SM 1060B,Lead,3,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,3.0,3.0,Left Hand Cr - Lefthand Cr at Peak to Peak,River/Stream,40.0689,-105.51700000000001,8.0,13.0,8,POINT (-105.517 40.0689)
8515,USGS-NJ,USGS New Jersey Water Science Center,nwisnj.01.01800819,Sample-Routine,Water,2018-08-22,USGS-01457400,,40,Multiple verticals,Lead,7.33,ug/l,Preliminary,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,7.33,7.33,Musconetcong River at Riegelsville NJ,Stream,40.5925,-75.18611109999999,34.0,41.0,8,POINT (-75.18611109999999 40.5925)
8516,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-578.085M,Sample-Routine,Water,2018-08-22,CORIVWCH_WQX-578,1,SM 1060B,SM 1060B,Lead,20,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,20.0,20.0,Little James Cr - Above Yellow Girl,River/Stream,40.11808504,-105.39394409999998,8.0,13.0,8,POINT (-105.3939441 40.11808504)
8517,USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.01801747,Sample-Routine,Water,2018-08-22,USGS-03108000,,USGS,USGS,Lead,2.27,ug/l,Accepted,Actual,,PLM82,USGS,"Trace elements, wu, ICP-MS (PA)",,,,NWIS,2.27,2.27,"Raccoon Creek at Moffatts Mill, PA",Stream,40.6278441,-80.337563,42.0,7.0,8,POINT (-80.337563 40.6278441)
8518,AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB14428.CHEM,Sample-Routine,Other,2018-08-22,AZDEQ_SW-2426,2008,Unknown,Unknown,Lead,1.2,mg/l,Final,Actual,,EPA 200.8,AZDEQ_SW,EPA 200.8,Laboratory Reporting Level,.005,mg/l,STORET,1.2,1200.0,109222,River/Stream,31.983569399999997,-110.64681940000001,4.0,19.0,8,POINT (-110.6468194 31.9835694)
8519,AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB14421.CHEM,Sample-Routine,Other,2018-08-22,AZDEQ_SW-2440,2008,Unknown,Unknown,Lead,.2,mg/l,Final,Actual,,EPA 200.8,AZDEQ_SW,EPA 200.8,Laboratory Reporting Level,.0005,mg/l,STORET,0.2,200.0,109422,River/Stream,34.4535,-112.3064722,4.0,25.0,8,POINT (-112.3064722 34.4535)
8520,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-JRULI081318-5919822-0822-4-C,Quality Control Sample-Field Replicate,Water,2018-08-22,UTAHDWQ_WQX-5919822,302,DWQ-001,Water Grab Sampling,Lead,0.125,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.125,0.125,BEER CK AT ARROWHEAD ROAD Replicate of 5919820,River/Stream,40.064955,-111.70686699999999,49.0,49.0,8,POINT (-111.706867 40.064955)
8521,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33855.CHEM,Sample-Routine,Water,2018-08-22,INSTOR_WQX-2645,2064,Unknown,Unknown,Lead,4.18,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,4.18,4.18,GMW040-0005,River/Stream,39.498338384200004,-85.1826635168,18.0,47.0,8,POINT (-85.18266351680001 39.4983383842)
8522,MDEQ_WQ_WQX,MDEQ_WQ_WQX - Montana DEQ WQPB,MDEQ_WQ_WQX-R4469-W(ENG),Sample-Routine,Water,2018-08-22,MDEQ_WQ_WQX-C04SLVRC02,STREFPRO,GRAB,Grab Water Sample,Lead,0.00005,mg/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.0003,mg/l,STORET,5e-05,0.05,Silver Creek near USFS boundary,River/Stream,47.4025,-115.51638899999999,30.0,61.0,8,POINT (-115.516389 47.4025)
8523,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-JRULI081318-4995410-0822-4-C,Sample-Routine,Water,2018-08-22,UTAHDWQ_WQX-4995410,302,DWQ-001,Water Grab Sampling,Lead,0.163,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.163,0.163,PAYSON WWTP,Facility Other,40.061820000000004,-111.73111999999999,49.0,49.0,8,POINT (-111.73112 40.06182)
8524,USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01804925,Sample-Routine,Water,2018-08-22,USGS-332329105383910,,USGS,USGS,Lead,5.70,ug/l,Accepted,Actual,,PLM89,USGS,"Elements, wf, ICP-MS w/ DRC (NM)",,,,NWIS,5.7,5.7,"10S.13E.35.443 SINK ON EAGLE CREEK AT ALTO, NM",Well,33.3913,-105.6441,35.0,27.0,8,POINT (-105.6441 33.3913)
8525,MDEQ_WQ_WQX,MDEQ_WQ_WQX - Montana DEQ WQPB,MDEQ_WQ_WQX-U5979-W,Sample-Routine,Water,2018-08-22,MDEQ_WQ_WQX-BKK130,SMITH-2018,GRAB,Grab Water Sample,Lead,0.00003,mg/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.0003,mg/l,STORET,3e-05,0.030000000000000002,Smith River below Devil's bridge,River/Stream,46.828,-111.1924,30.0,59.0,8,POINT (-111.1924 46.828)
8526,USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01803745,Quality Control Sample-Field Replicate,Water,2018-08-22,USGS-08329918,,10,Equal width increment (ewi),Lead,0.042,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.042,0.042,"RIO GRANDE AT ALAMEDA BRIDGE AT ALAMEDA, NM",Stream,35.1977222,-106.64277779999999,35.0,1.0,8,POINT (-106.6427778 35.1977222)
8527,USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.01802139,Sample-Routine,Water,2018-08-22,USGS-01472000,National Water Quality Assessment Program (NAWQA),USGS,USGS,Lead,7.68,ug/l,Accepted,Actual,,PLM82,USGS,"Trace elements, wu, ICP-MS (PA)",,,,NWIS,7.68,7.68,"Schuylkill River at Pottstown, PA",Stream,40.2417631,-75.6515752,42.0,91.0,8,POINT (-75.6515752 40.2417631)
8528,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-JRULI081318-4995480-0822-4-C,Sample-Routine,Water,2018-08-22,UTAHDWQ_WQX-4995480,302,DWQ-001,Water Grab Sampling,Lead,0.593,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.593,0.593,PAYSON POWER PROJECT OUTFALL,Facility Other,40.06203,-111.73011000000001,49.0,49.0,8,POINT (-111.73011 40.06203)
8529,1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-18-A3029,Sample-Routine,Water,2018-08-22,1119USBR_WQX-FDR010,WQDATA,GRAB,Grab,Lead,2.58,ug/l,Final,Actual,,200.12,USEPA,Elements in Water by Temperature GFAA,Method Detection Level,2.0,ug/l,STORET,2.58,2.58,FDR at logbboom u/s of FDRW water quality site,Reservoir,47.9519333,-118.97535,53.0,47.0,8,POINT (-118.97535 47.9519333)
8530,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33856.CHEM,Sample-Routine,Water,2018-08-22,INSTOR_WQX-2648,2064,Unknown,Unknown,Lead,3.46,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,3.46,3.46,GMW080-0001,River/Stream,39.353205107,-84.9429134469,18.0,47.0,8,POINT (-84.94291344689999 39.353205107)
8531,MHA_NATN,"Three Affiliated Tribes: Mandan, Hidatsa, and Arikara Nation",MHA_NATN-473808102390802:201808220830:SR,Sample-Routine,Water,2018-08-22,MHA_NATN-473808102390802,USGS,TAT_SCP,TAT_SCP,Lead,0.1,ug/l,Final,Actual,,I247792,MHA_NATN,I247792,,,,STORET,0.1,0.1,148-094-21AAB2,Well,47.631388,-102.658611,38.0,25.0,8,POINT (-102.658611 47.631388)
8532,USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.01802138,Sample-Routine,Water,2018-08-22,USGS-01470500,National Water Quality Assessment Program (NAWQA),USGS,USGS,Lead,2.50,ug/l,Accepted,Actual,,PLM82,USGS,"Trace elements, wu, ICP-MS (PA)",,,,NWIS,2.5,2.5,"Schuylkill River at Berne, PA",Stream,40.5225932,-75.9982682,42.0,11.0,8,POINT (-75.9982682 40.5225932)
8533,MHA_NATN,"Three Affiliated Tribes: Mandan, Hidatsa, and Arikara Nation",MHA_NATN-474209102264702:201808221030:SR,Sample-Routine,Water,2018-08-22,MHA_NATN-474209102264702,USGS,TAT_SCP,TAT_SCP,Lead,0.04,ug/l,Final,Actual,,I247792,MHA_NATN,I247792,,,,STORET,0.04,0.04,149-092-27BBA2,Well,47.70259,-102.44617,38.0,25.0,8,POINT (-102.44617 47.70259)
